app,sched,plat_size,wildmetric,step_time
leanmd,Distributed,128,10,159.332991
leanmd,Distributed,128,10,331.591129
leanmd,Distributed,128,10,153.657198
leanmd,Distributed,128,10,343.355894
leanmd,Distributed,128,10,180.583000
leanmd,Distributed,128,10,491.343021
leanmd,Distributed,128,10,196.351051
leanmd,Distributed,128,10,346.221924
leanmd,Distributed,128,10,140.785933
leanmd,Distributed,128,10,380.509138
leanmd,Distributed,128,10,160.322905
leanmd,Distributed,128,10,354.598045
leanmd,Distributed,128,10,89.016914
leanmd,Distributed,128,10,352.293015
leanmd,Distributed,128,10,202.794075
leanmd,Distributed,128,10,513.735056
leanmd,Distributed,128,10,187.784195
leanmd,Distributed,128,10,308.085203
leanmd,Distributed,128,10,188.100100
leanmd,Distributed,128,10,397.290945
leanmd,Distributed,128,10,126.646042
leanmd,Distributed,128,10,340.713978
leanmd,Distributed,128,10,158.953190
leanmd,Distributed,128,10,300.291061
leanmd,Distributed,128,10,198.423862
leanmd,Distributed,128,10,505.621910
leanmd,Distributed,128,10,180.834055
leanmd,Distributed,128,10,373.478889
leanmd,Distributed,128,10,130.038023
leanmd,Distributed,128,10,378.030062
leanmd,Distributed,128,10,144.048929
leanmd,Distributed,128,10,361.386061
leanmd,Distributed,128,10,107.080936
leanmd,Distributed,128,10,350.565910
leanmd,Distributed,128,10,208.092928
leanmd,Distributed,128,10,512.950182
leanmd,Distributed,128,10,184.015989
leanmd,Distributed,128,10,357.084036
leanmd,Distributed,128,10,136.639118
leanmd,Distributed,128,10,370.869160
leanmd,Distributed,128,10,149.805784
leanmd,Distributed,128,10,371.157885
leanmd,Distributed,128,10,188.411951
leanmd,Distributed,128,10,596.629858
leanmd,Distributed,128,10,531.174898
leanmd,Distributed,128,10,515.983820
leanmd,Distributed,128,10,214.091063
leanmd,Distributed,128,10,214.757204
leanmd,Distributed,128,10,200.475931
leanmd,Distributed,128,10,133.872032
leanmd,Distributed,128,10,189.570904
leanmd,Distributed,128,10,239.356041
leanmd,Distributed,128,10,232.298136
leanmd,Distributed,128,10,333.313942
leanmd,Distributed,128,10,243.604183
leanmd,Distributed,128,10,254.144907
leanmd,Distributed,128,10,269.474030
leanmd,Distributed,128,10,411.242962
leanmd,Distributed,128,10,228.607893
leanmd,Distributed,128,10,308.439016
leanmd,Distributed,128,10,213.274002
leanmd,Distributed,128,10,326.168060
leanmd,Distributed,128,10,149.531126
leanmd,Distributed,128,10,340.088844
leanmd,Distributed,128,10,183.660030
leanmd,Distributed,128,10,472.656012
leanmd,Distributed,128,10,209.787846
leanmd,Distributed,128,10,342.279196
leanmd,Distributed,128,10,152.794123
leanmd,Distributed,128,10,410.356998
leanmd,Distributed,128,10,117.676020
leanmd,Distributed,128,10,343.271017
leanmd,Distributed,128,10,111.407995
leanmd,Distributed,128,10,387.047768
leanmd,Distributed,128,10,168.169022
leanmd,Distributed,128,10,467.931986
leanmd,Distributed,128,10,215.793133
leanmd,Distributed,128,10,320.637941
leanmd,Distributed,128,10,174.842119
leanmd,Distributed,128,10,413.699865
leanmd,Distributed,128,10,110.952139
leanmd,Distributed,128,10,361.307144
leanmd,Distributed,128,10,138.573885
leanmd,Distributed,128,10,351.778984
leanmd,Distributed,128,10,177.023888
leanmd,Distributed,128,10,483.201027
leanmd,Distributed,128,10,209.562063
leanmd,Distributed,128,10,327.799797
leanmd,Distributed,128,10,160.189152
leanmd,Distributed,128,10,392.243147
leanmd,Distributed,128,10,126.478910
leanmd,Distributed,128,10,346.627951
leanmd,Distributed,128,10,111.511946
leanmd,Distributed,128,10,396.435022
leanmd,Distributed,128,10,146.968126
leanmd,Distributed,128,10,483.571053
leanmd,Distributed,128,10,225.359917
leanmd,Distributed,128,10,300.349951
leanmd,Distributed,128,10,192.594051
leanmd,Distributed,128,10,373.451948
leanmd,Distributed,128,10,121.104956
leanmd,Distributed,128,10,357.537985
leanmd,Distributed,128,10,146.794081
leanmd,Distributed,128,10,326.800108
leanmd,Distributed,128,10,196.032047
leanmd,Distributed,128,10,483.114958
leanmd,Distributed,128,10,213.563919
leanmd,Distributed,128,10,308.713913
leanmd,Distributed,128,10,177.231073
leanmd,Distributed,128,10,395.037174
leanmd,Distributed,128,10,130.599976
leanmd,Distributed,128,10,334.975958
leanmd,Distributed,128,10,114.807129
leanmd,Distributed,128,10,401.637077
leanmd,Distributed,128,10,159.157991
leanmd,Distributed,128,10,515.351057
leanmd,Distributed,128,10,179.605961
leanmd,Distributed,128,10,373.568058
leanmd,Distributed,128,10,113.812923
leanmd,Distributed,128,10,391.802073
leanmd,Distributed,128,10,132.259846
leanmd,Distributed,128,10,325.079918
leanmd,Distributed,128,10,155.247927
leanmd,Distributed,128,10,366.737843
leanmd,Distributed,128,10,153.502941
leanmd,Distributed,128,10,514.923096
leanmd,Distributed,128,10,195.791006
leanmd,Distributed,128,10,330.145121
leanmd,Distributed,128,10,157.366037
leanmd,Distributed,128,10,402.659893
leanmd,Distributed,128,10,109.278917
leanmd,Distributed,128,10,337.553024
leanmd,Distributed,128,10,112.568855
leanmd,Distributed,128,10,386.564970
leanmd,Distributed,128,10,165.951014
leanmd,Distributed,128,10,492.447138
leanmd,Distributed,128,10,203.805923
leanmd,Distributed,128,10,328.857899
leanmd,Distributed,128,10,155.312061
leanmd,Distributed,128,10,376.099110
leanmd,Distributed,128,10,143.043995
leanmd,Distributed,128,10,376.363039
leanmd,Distributed,128,10,173.557997
leanmd,Distributed,128,10,571.348906
leanmd,Distributed,128,10,497.572899
leanmd,Distributed,128,10,357.332945
leanmd,Distributed,128,10,242.419004
leanmd,Distributed,128,10,229.287863
leanmd,Distributed,128,10,205.229998
leanmd,Distributed,128,10,212.033987
leanmd,Distributed,128,10,226.969957
leanmd,Distributed,128,10,185.806990
leanmd,Distributed,128,10,237.378120
leanmd,Distributed,128,10,435.035944
leanmd,Distributed,128,10,241.897821
leanmd,Distributed,128,10,235.975981
leanmd,Distributed,128,10,287.693024
leanmd,Distributed,128,10,330.352068
leanmd,Distributed,128,10,284.410954
leanmd,Distributed,128,10,366.930008
leanmd,Distributed,128,10,190.538883
leanmd,Distributed,128,10,290.169954
leanmd,Distributed,128,10,146.809101
leanmd,Distributed,128,10,347.442865
leanmd,Distributed,128,10,173.338890
leanmd,Distributed,128,10,497.626066
leanmd,Distributed,128,10,201.785088
leanmd,Distributed,128,10,309.262037
leanmd,Distributed,128,10,177.391052
leanmd,Distributed,128,10,383.596182
leanmd,Distributed,128,10,154.878855
leanmd,Distributed,128,10,317.824125
leanmd,Distributed,128,10,91.589928
leanmd,Distributed,128,10,328.715086
leanmd,Distributed,128,10,261.804819
