sched,app,period,step_time
greedy,leanmd,long,877.318144
greedy,leanmd,long,177.106857
greedy,leanmd,long,502.644062
greedy,leanmd,long,504.060030
greedy,leanmd,long,736.528158
greedy,leanmd,long,534.162998
greedy,leanmd,long,2423.642159
greedy,leanmd,long,763.422012
greedy,leanmd,long,844.738007
greedy,leanmd,long,522.719860
greedy,leanmd,long,909.132004
greedy,leanmd,long,377.219915
greedy,leanmd,long,1234.434128
greedy,leanmd,long,499.231100
greedy,leanmd,long,1029.285908
greedy,leanmd,long,210.744143
greedy,leanmd,long,1079.730988
greedy,leanmd,long,350.115061
greedy,leanmd,long,1129.470110
greedy,leanmd,long,212.285042
greedy,leanmd,long,1056.005001
greedy,leanmd,long,548.590899
greedy,leanmd,long,741.882086
greedy,leanmd,long,609.128952
greedy,leanmd,long,817.326069
greedy,leanmd,long,726.454973
greedy,leanmd,long,901.095867
greedy,leanmd,long,498.377085
greedy,leanmd,long,1101.073027
greedy,leanmd,long,417.587996
greedy,leanmd,long,998.248100
greedy,leanmd,long,439.482927
greedy,leanmd,long,872.425079
greedy,leanmd,long,606.317043
greedy,leanmd,long,756.505013
greedy,leanmd,long,496.212006
greedy,leanmd,long,2338.660955
greedy,leanmd,long,856.126070
greedy,leanmd,long,1123.080969
greedy,leanmd,long,704.231977
greedy,leanmd,long,979.472876
greedy,leanmd,long,626.017094
greedy,leanmd,long,1152.819157
greedy,leanmd,long,734.112978
greedy,leanmd,long,1197.072029
greedy,leanmd,long,987.927198
greedy,leanmd,long,896.009922
greedy,leanmd,long,467.501879
greedy,leanmd,long,990.182161
greedy,leanmd,long,759.642124
greedy,leanmd,long,830.482006
greedy,leanmd,long,895.406961
greedy,leanmd,long,1029.042006
greedy,leanmd,long,782.522917
greedy,leanmd,long,1163.198948
greedy,leanmd,long,570.384026
greedy,leanmd,long,1363.456011
greedy,leanmd,long,381.455898
greedy,leanmd,long,868.348122
greedy,leanmd,long,760.905981
greedy,leanmd,long,1176.194906
greedy,leanmd,long,604.208946
greedy,leanmd,long,728.199005
greedy,leanmd,long,963.958025
greedy,leanmd,long,794.939041
greedy,leanmd,long,926.540136
greedy,leanmd,long,585.777998
greedy,leanmd,long,528.141022
greedy,leanmd,long,542.491913
greedy,leanmd,long,224.016905
greedy,leanmd,long,233.622074
greedy,leanmd,long,218.317032
greedy,leanmd,long,203.216791
greedy,leanmd,long,160.507917
greedy,leanmd,long,120.254993
greedy,leanmd,long,161.666870
greedy,leanmd,long,2083.764076
greedy,leanmd,long,358.010054
greedy,leanmd,long,639.161825
greedy,leanmd,long,388.864994
greedy,leanmd,long,609.282970
greedy,leanmd,long,594.424009
greedy,leanmd,long,657.464027
greedy,leanmd,long,499.516964
greedy,leanmd,long,620.324135
greedy,leanmd,long,427.480936
greedy,leanmd,long,640.275002
greedy,leanmd,long,499.119043
greedy,leanmd,long,730.007887
greedy,leanmd,long,246.959925
greedy,leanmd,long,824.074030
greedy,leanmd,long,181.828976
greedy,leanmd,long,646.344900
greedy,leanmd,long,450.189114
greedy,leanmd,long,491.568089
greedy,leanmd,long,578.033924
greedy,leanmd,long,465.983152
greedy,leanmd,long,651.005030
greedy,leanmd,long,803.179026
greedy,leanmd,long,266.367912
greedy,leanmd,long,665.730000
greedy,leanmd,long,445.086002
greedy,leanmd,long,673.866034
greedy,leanmd,long,409.932852
greedy,leanmd,long,584.714890
greedy,leanmd,long,638.284922
greedy,leanmd,long,2337.855101
greedy,leanmd,long,804.440975
greedy,leanmd,long,840.172052
greedy,leanmd,long,612.251043
greedy,leanmd,long,909.077883
greedy,leanmd,long,338.472128
greedy,leanmd,long,1034.783125
greedy,leanmd,long,323.025942
greedy,leanmd,long,788.745165
greedy,leanmd,long,701.521873
greedy,leanmd,long,697.365046
greedy,leanmd,long,861.109972
greedy,leanmd,long,827.239990
greedy,leanmd,long,347.484112
greedy,leanmd,long,1421.579838
greedy,leanmd,long,222.810030
greedy,leanmd,long,948.716879
greedy,leanmd,long,504.134178
greedy,leanmd,long,703.958035
greedy,leanmd,long,742.399931
greedy,leanmd,long,983.792067
greedy,leanmd,long,328.336000
greedy,leanmd,long,964.199066
greedy,leanmd,long,426.512957
greedy,leanmd,long,837.542057
greedy,leanmd,long,658.488035
greedy,leanmd,long,1284.534931
greedy,leanmd,long,192.725897
greedy,leanmd,long,1051.443815
greedy,leanmd,long,183.302164
greedy,leanmd,long,2902.186155
greedy,leanmd,long,735.626936
greedy,leanmd,long,945.575953
greedy,leanmd,long,821.506023
greedy,leanmd,long,725.531101
greedy,leanmd,long,909.996033
greedy,leanmd,long,1321.146011
greedy,leanmd,long,256.859064
greedy,leanmd,long,1182.270050
greedy,leanmd,long,700.448036
greedy,leanmd,long,923.058987
greedy,leanmd,long,984.712124
greedy,leanmd,long,1178.733110
greedy,leanmd,long,292.240858
greedy,leanmd,long,1187.978983
greedy,leanmd,long,338.162899
greedy,leanmd,long,1689.262867
greedy,leanmd,long,312.245131
greedy,leanmd,long,951.519012
greedy,leanmd,long,901.679993
greedy,leanmd,long,925.657034
greedy,leanmd,long,723.675966
greedy,leanmd,long,1109.648943
greedy,leanmd,long,522.307873
greedy,leanmd,long,1338.243961
greedy,leanmd,long,452.996969
greedy,leanmd,long,1178.426981
greedy,leanmd,long,378.505945
greedy,leanmd,long,1148.714066
greedy,leanmd,long,660.156012
greedy,leanmd,long,529.208183
greedy,leanmd,long,590.954065
greedy,leanmd,long,516.090155
greedy,leanmd,long,229.562998
greedy,leanmd,long,222.639084
greedy,leanmd,long,209.788084
greedy,leanmd,long,186.993837
greedy,leanmd,long,162.391901
greedy,leanmd,long,178.071022
greedy,leanmd,long,187.441826
greedy,leanmd,long,2143.533945
greedy,leanmd,long,226.406097
greedy,leanmd,long,633.677959
greedy,leanmd,long,495.459080
greedy,leanmd,long,866.336107
greedy,leanmd,long,272.420883
greedy,leanmd,long,691.175938
greedy,leanmd,long,338.859081
greedy,leanmd,long,621.516943
greedy,leanmd,long,624.191999
greedy,leanmd,long,466.078043
greedy,leanmd,long,489.424944
greedy,leanmd,long,707.271099
greedy,leanmd,long,431.688786
greedy,leanmd,long,856.001854
greedy,leanmd,long,314.682007
greedy,leanmd,long,842.948914
greedy,leanmd,long,252.274036
greedy,leanmd,long,792.296171
greedy,leanmd,long,268.799067
greedy,leanmd,long,1035.339117
greedy,leanmd,long,235.277891
greedy,leanmd,long,791.177034
greedy,leanmd,long,218.475103
greedy,leanmd,long,639.164925
greedy,leanmd,long,436.906099
greedy,leanmd,long,703.615904
greedy,leanmd,long,415.387154
greedy,leanmd,long,800.711870
greedy,leanmd,long,335.974932
greedy,leanmd,long,2541.734934
greedy,leanmd,long,339.180946
greedy,leanmd,long,816.566229
greedy,leanmd,long,476.704836
greedy,leanmd,long,786.961079
greedy,leanmd,long,647.799015
greedy,leanmd,long,834.002972
greedy,leanmd,long,742.637157
greedy,leanmd,long,1055.450916
greedy,leanmd,long,248.092175
greedy,leanmd,long,858.521938
greedy,leanmd,long,701.982021
greedy,leanmd,long,681.349993
greedy,leanmd,long,648.983955
greedy,leanmd,long,1140.925884
greedy,leanmd,long,366.836071
greedy,leanmd,long,980.716944
greedy,leanmd,long,316.448927
greedy,leanmd,long,1076.369047
greedy,leanmd,long,524.992943
greedy,leanmd,long,831.248999
greedy,leanmd,long,485.438108
greedy,leanmd,long,1073.457956
greedy,leanmd,long,456.689119
greedy,leanmd,long,1079.958916
greedy,leanmd,long,286.970854
greedy,leanmd,long,813.143015
greedy,leanmd,long,706.403971
greedy,leanmd,long,537.795067
greedy,leanmd,long,762.644053
greedy,leanmd,long,2682.960987
greedy,leanmd,long,689.292908
greedy,leanmd,long,1078.896046
greedy,leanmd,long,812.352896
greedy,leanmd,long,1398.021936
greedy,leanmd,long,254.985094
greedy,leanmd,long,1148.693085
greedy,leanmd,long,399.915934
greedy,leanmd,long,1004.658937
greedy,leanmd,long,905.008793
greedy,leanmd,long,1125.015974
greedy,leanmd,long,553.780079
greedy,leanmd,long,1018.918991
greedy,leanmd,long,672.332048
greedy,leanmd,long,1240.288973
greedy,leanmd,long,587.625980
greedy,leanmd,long,900.434971
greedy,leanmd,long,790.988207
greedy,leanmd,long,1029.026985
greedy,leanmd,long,666.393995
greedy,leanmd,long,1023.821115
greedy,leanmd,long,781.816959
greedy,leanmd,long,915.555000
greedy,leanmd,long,843.046904
greedy,leanmd,long,1406.307936
greedy,leanmd,long,388.858080
greedy,leanmd,long,1427.999020
greedy,leanmd,long,300.764084
greedy,leanmd,long,1335.889101
greedy,leanmd,long,359.318018
greedy,leanmd,long,559.224129
greedy,leanmd,long,499.451876
greedy,leanmd,long,392.426014
greedy,leanmd,long,367.673874
greedy,leanmd,long,241.303921
greedy,leanmd,long,217.383862
greedy,leanmd,long,198.088169
greedy,leanmd,long,125.331879
greedy,leanmd,long,190.175056
greedy,leanmd,long,232.498884
greedy,leanmd,long,2101.559162
greedy,leanmd,long,219.029903
greedy,leanmd,long,745.263100
greedy,leanmd,long,212.593079
greedy,leanmd,long,885.738850
greedy,leanmd,long,303.908110
greedy,leanmd,long,795.644045
greedy,leanmd,long,314.065933
greedy,leanmd,long,604.527950
greedy,leanmd,long,677.665949
greedy,leanmd,long,646.234989
greedy,leanmd,long,374.211073
greedy,leanmd,long,631.654024
greedy,leanmd,long,444.260836
greedy,leanmd,long,1023.561001
greedy,leanmd,long,107.811928
greedy,leanmd,long,541.373968
greedy,leanmd,long,774.353027
greedy,leanmd,long,717.040062
greedy,leanmd,long,319.308043
greedy,leanmd,long,877.681971
greedy,leanmd,long,205.806017
greedy,leanmd,long,671.416998
greedy,leanmd,long,474.889040
greedy,leanmd,long,553.287029
greedy,leanmd,long,629.495144
greedy,leanmd,long,750.736952
greedy,leanmd,long,268.810034
greedy,leanmd,long,560.927868
greedy,leanmd,long,737.540960
greedy,leanmd,long,2452.219963
greedy,leanmd,long,374.279022
greedy,leanmd,long,1294.692039
greedy,leanmd,long,194.212198
greedy,leanmd,long,715.779781
greedy,leanmd,long,498.097897
greedy,leanmd,long,768.002033
greedy,leanmd,long,669.103146
greedy,leanmd,long,726.675034
greedy,leanmd,long,729.041100
greedy,leanmd,long,772.922993
greedy,leanmd,long,790.725946
greedy,leanmd,long,627.658844
greedy,leanmd,long,785.151958
greedy,leanmd,long,822.402954
greedy,leanmd,long,571.311951
greedy,leanmd,long,792.183161
greedy,leanmd,long,642.641068
greedy,leanmd,long,957.836866
greedy,leanmd,long,636.753082
greedy,leanmd,long,856.027126
greedy,leanmd,long,356.505871
greedy,leanmd,long,977.436066
greedy,leanmd,long,578.078985
greedy,leanmd,long,857.353926
greedy,leanmd,long,461.672068
greedy,leanmd,long,982.586145
greedy,leanmd,long,438.888073
greedy,leanmd,long,834.996939
greedy,leanmd,long,583.468914
greedy,leanmd,long,2972.862959
greedy,leanmd,long,458.235025
greedy,leanmd,long,934.212923
greedy,leanmd,long,861.615181
greedy,leanmd,long,836.729050
greedy,leanmd,long,934.059858
greedy,leanmd,long,1162.105083
greedy,leanmd,long,420.233011
greedy,leanmd,long,1507.514000
greedy,leanmd,long,527.005911
greedy,leanmd,long,927.042961
greedy,leanmd,long,757.400036
greedy,leanmd,long,1197.197914
greedy,leanmd,long,452.800989
greedy,leanmd,long,1257.454872
greedy,leanmd,long,405.901909
greedy,leanmd,long,1609.353065
greedy,leanmd,long,133.198977
greedy,leanmd,long,1355.382919
greedy,leanmd,long,344.512939
greedy,leanmd,long,1496.337891
greedy,leanmd,long,308.933020
greedy,leanmd,long,1202.630997
greedy,leanmd,long,372.773886
greedy,leanmd,long,884.609938
greedy,leanmd,long,760.671139
greedy,leanmd,long,983.506918
greedy,leanmd,long,672.904968
greedy,leanmd,long,1031.455994
greedy,leanmd,long,899.291039
greedy,leanmd,long,473.484993
greedy,leanmd,long,596.922159
greedy,leanmd,long,307.906866
greedy,leanmd,long,244.513035
greedy,leanmd,long,229.880095
greedy,leanmd,long,226.000786
greedy,leanmd,long,214.269876
greedy,leanmd,long,238.352060
greedy,leanmd,long,244.701147
greedy,leanmd,long,219.995975
greedy,leanmd,long,1791.615963
greedy,leanmd,long,696.479082
greedy,leanmd,long,445.916891
greedy,leanmd,long,542.125940
greedy,leanmd,long,686.926126
greedy,leanmd,long,473.307848
greedy,leanmd,long,460.371971
greedy,leanmd,long,475.260019
greedy,leanmd,long,914.183140
greedy,leanmd,long,425.870895
greedy,leanmd,long,515.222073
greedy,leanmd,long,415.940046
greedy,leanmd,long,946.455002
greedy,leanmd,long,204.813957
greedy,leanmd,long,903.068066
greedy,leanmd,long,355.607033
greedy,leanmd,long,698.809862
greedy,leanmd,long,261.410952
greedy,leanmd,long,562.225103
greedy,leanmd,long,573.668003
greedy,leanmd,long,515.249968
greedy,leanmd,long,572.896004
greedy,leanmd,long,592.403889
greedy,leanmd,long,568.800926
greedy,leanmd,long,712.602854
greedy,leanmd,long,329.256058
greedy,leanmd,long,583.798885
greedy,leanmd,long,509.488106
greedy,leanmd,long,780.604839
greedy,leanmd,long,459.334135
greedy,leanmd,long,2209.156990
greedy,leanmd,long,685.602903
greedy,leanmd,long,600.424051
greedy,leanmd,long,850.413084
greedy,leanmd,long,766.745090
greedy,leanmd,long,718.051910
greedy,leanmd,long,655.458927
greedy,leanmd,long,778.086185
greedy,leanmd,long,646.658897
greedy,leanmd,long,632.796049
greedy,leanmd,long,876.693010
greedy,leanmd,long,642.077923
greedy,leanmd,long,777.283907
greedy,leanmd,long,519.860983
greedy,leanmd,long,764.515162
greedy,leanmd,long,655.737877
greedy,leanmd,long,801.399946
greedy,leanmd,long,683.617830
greedy,leanmd,long,666.797876
greedy,leanmd,long,965.735912
greedy,leanmd,long,792.056084
greedy,leanmd,long,625.298977
greedy,leanmd,long,707.860947
greedy,leanmd,long,599.788904
greedy,leanmd,long,1068.314075
greedy,leanmd,long,343.255043
greedy,leanmd,long,1041.594028
greedy,leanmd,long,372.557878
greedy,leanmd,long,1026.891947
greedy,leanmd,long,395.554066
greedy,leanmd,long,2148.752928
greedy,leanmd,long,948.112965
greedy,leanmd,long,1037.554979
greedy,leanmd,long,670.732021
greedy,leanmd,long,887.944221
greedy,leanmd,long,933.838844
greedy,leanmd,long,816.815138
greedy,leanmd,long,834.772825
greedy,leanmd,long,938.905954
greedy,leanmd,long,1016.356945
greedy,leanmd,long,474.434137
greedy,leanmd,long,1094.599962
greedy,leanmd,long,902.645111
greedy,leanmd,long,892.533064
greedy,leanmd,long,1146.960020
greedy,leanmd,long,588.243008
greedy,leanmd,long,783.301830
greedy,leanmd,long,1052.879095
greedy,leanmd,long,910.223007
greedy,leanmd,long,650.482178
greedy,leanmd,long,1597.305775
greedy,leanmd,long,259.308100
greedy,leanmd,long,723.753929
greedy,leanmd,long,850.775003
greedy,leanmd,long,825.828075
greedy,leanmd,long,1065.429926
greedy,leanmd,long,955.271006
greedy,leanmd,long,652.927160
greedy,leanmd,long,826.606989
greedy,leanmd,long,954.109907
greedy,leanmd,long,572.602034
greedy,leanmd,long,564.320803
greedy,leanmd,long,529.128075
greedy,leanmd,long,230.343103
greedy,leanmd,long,215.632200
greedy,leanmd,long,203.794956
greedy,leanmd,long,177.330017
greedy,leanmd,long,124.787092
greedy,leanmd,long,192.324162
greedy,leanmd,long,182.757139
greedy,leanmd,long,1796.829224
greedy,leanmd,long,726.809025
greedy,leanmd,long,382.640839
greedy,leanmd,long,476.276875
greedy,leanmd,long,715.775013
greedy,leanmd,long,472.815037
greedy,leanmd,long,587.227106
greedy,leanmd,long,501.078129
greedy,leanmd,long,709.286928
greedy,leanmd,long,534.195900
greedy,leanmd,long,486.800909
greedy,leanmd,long,491.415024
greedy,leanmd,long,710.658073
greedy,leanmd,long,439.973116
greedy,leanmd,long,495.129108
greedy,leanmd,long,591.830969
greedy,leanmd,long,844.164133
greedy,leanmd,long,288.252115
greedy,leanmd,long,470.171928
greedy,leanmd,long,555.760860
greedy,leanmd,long,533.135891
greedy,leanmd,long,518.193960
greedy,leanmd,long,514.209032
greedy,leanmd,long,549.200058
greedy,leanmd,long,547.430992
greedy,leanmd,long,587.421894
greedy,leanmd,long,578.340054
greedy,leanmd,long,584.941864
greedy,leanmd,long,477.504015
greedy,leanmd,long,745.593786
greedy,leanmd,long,2091.595888
greedy,leanmd,long,879.245043
greedy,leanmd,long,1079.699039
greedy,leanmd,long,333.950996
greedy,leanmd,long,761.342049
greedy,leanmd,long,636.608839
greedy,leanmd,long,825.285912
greedy,leanmd,long,602.515936
greedy,leanmd,long,572.293997
greedy,leanmd,long,687.827826
greedy,leanmd,long,1152.645111
greedy,leanmd,long,462.023973
greedy,leanmd,long,777.582884
greedy,leanmd,long,494.553089
greedy,leanmd,long,1294.313908
greedy,leanmd,long,266.704082
greedy,leanmd,long,1001.644850
greedy,leanmd,long,204.353094
greedy,leanmd,long,878.268957
greedy,leanmd,long,893.597841
greedy,leanmd,long,1008.742094
greedy,leanmd,long,386.287928
greedy,leanmd,long,1224.574089
greedy,leanmd,long,207.076073
greedy,leanmd,long,1236.895084
greedy,leanmd,long,139.998913
greedy,leanmd,long,1116.879940
greedy,leanmd,long,302.101851
greedy,leanmd,long,715.792179
greedy,leanmd,long,688.473940
greedy,leanmd,long,2782.586098
greedy,leanmd,long,501.924992
greedy,leanmd,long,1123.569012
greedy,leanmd,long,725.769997
greedy,leanmd,long,860.404968
greedy,leanmd,long,693.501949
greedy,leanmd,long,951.777935
greedy,leanmd,long,871.026039
greedy,leanmd,long,907.517910
greedy,leanmd,long,997.300863
greedy,leanmd,long,1209.229946
greedy,leanmd,long,374.151945
greedy,leanmd,long,1526.662111
greedy,leanmd,long,375.307083
greedy,leanmd,long,968.425989
greedy,leanmd,long,706.151009
greedy,leanmd,long,833.130836
greedy,leanmd,long,891.031027
greedy,leanmd,long,783.555984
greedy,leanmd,long,840.465069
greedy,leanmd,long,1528.189898
greedy,leanmd,long,320.595980
greedy,leanmd,long,1164.651155
greedy,leanmd,long,462.373018
greedy,leanmd,long,1008.815050
greedy,leanmd,long,795.410872
greedy,leanmd,long,1204.446077
greedy,leanmd,long,606.125116
greedy,leanmd,long,1380.657911
greedy,leanmd,long,359.435081
greedy,leanmd,long,583.007097
greedy,leanmd,long,531.538963
greedy,leanmd,long,422.349930
greedy,leanmd,long,240.164995
greedy,leanmd,long,232.579947
greedy,leanmd,long,203.324080
greedy,leanmd,long,189.533949
greedy,leanmd,long,182.688951
greedy,leanmd,long,198.390961
greedy,leanmd,long,200.873852
greedy,leanmd,long,1847.579956
greedy,leanmd,long,563.758850
greedy,leanmd,long,887.955904
greedy,leanmd,long,147.652149
greedy,leanmd,long,503.662109
greedy,leanmd,long,527.511120
greedy,leanmd,long,589.188099
greedy,leanmd,long,559.298992
greedy,leanmd,long,443.311930
greedy,leanmd,long,775.977135
greedy,leanmd,long,516.744852
greedy,leanmd,long,446.117878
greedy,leanmd,long,444.404840
greedy,leanmd,long,632.006884
greedy,leanmd,long,475.044012
greedy,leanmd,long,617.220163
greedy,leanmd,long,842.205048
greedy,leanmd,long,248.776913
greedy,leanmd,long,675.389051
greedy,leanmd,long,490.673065
greedy,leanmd,long,829.057932
greedy,leanmd,long,226.004124
greedy,leanmd,long,846.486092
greedy,leanmd,long,233.349800
greedy,leanmd,long,697.373152
greedy,leanmd,long,419.316053
greedy,leanmd,long,683.748007
greedy,leanmd,long,474.165916
greedy,leanmd,long,597.173929
greedy,leanmd,long,644.865036
greedy,leanmd,long,2515.999079
greedy,leanmd,long,576.285124
greedy,leanmd,long,1045.006037
greedy,leanmd,long,328.037977
greedy,leanmd,long,1038.642168
greedy,leanmd,long,416.543007
greedy,leanmd,long,1256.097078
greedy,leanmd,long,299.839973
greedy,leanmd,long,1225.947857
greedy,leanmd,long,209.054947
greedy,leanmd,long,816.375971
greedy,leanmd,long,566.975117
greedy,leanmd,long,1114.626884
greedy,leanmd,long,298.002958
greedy,leanmd,long,988.361835
greedy,leanmd,long,385.973215
greedy,leanmd,long,1083.863974
greedy,leanmd,long,277.058840
greedy,leanmd,long,1092.055082
greedy,leanmd,long,489.481926
greedy,leanmd,long,693.642139
greedy,leanmd,long,537.648201
greedy,leanmd,long,816.740036
greedy,leanmd,long,740.506172
greedy,leanmd,long,1226.658106
greedy,leanmd,long,228.683949
greedy,leanmd,long,633.950949
greedy,leanmd,long,731.632948
greedy,leanmd,long,760.027885
greedy,leanmd,long,567.584038
greedy,leanmd,long,2669.080019
greedy,leanmd,long,739.082813
greedy,leanmd,long,927.752018
greedy,leanmd,long,980.834007
greedy,leanmd,long,651.262045
greedy,leanmd,long,819.995165
greedy,leanmd,long,976.773977
greedy,leanmd,long,803.688049
greedy,leanmd,long,1228.999138
greedy,leanmd,long,564.069986
greedy,leanmd,long,1053.708076
greedy,leanmd,long,702.152014
greedy,leanmd,long,465.135098
greedy,leanmd,long,976.101160
greedy,leanmd,long,1071.589947
greedy,leanmd,long,892.784834
greedy,leanmd,long,1091.046810
greedy,leanmd,long,628.062010
greedy,leanmd,long,1189.385891
greedy,leanmd,long,663.451910
greedy,leanmd,long,1085.583925
greedy,leanmd,long,544.657946
greedy,leanmd,long,1108.820915
greedy,leanmd,long,664.930105
greedy,leanmd,long,1160.717010
greedy,leanmd,long,554.332018
greedy,leanmd,long,1192.921877
greedy,leanmd,long,586.579084
greedy,leanmd,long,919.478893
greedy,leanmd,long,675.858021
greedy,leanmd,long,665.642023
greedy,leanmd,long,376.845837
greedy,leanmd,long,390.379190
greedy,leanmd,long,263.055801
greedy,leanmd,long,197.093964
greedy,leanmd,long,188.286781
greedy,leanmd,long,209.089041
greedy,leanmd,long,194.175959
greedy,leanmd,long,248.202085
greedy,leanmd,long,234.842777
greedy,leanmd,long,2111.555099
greedy,leanmd,long,252.057076
greedy,leanmd,long,940.001965
greedy,leanmd,long,178.731918
greedy,leanmd,long,737.257957
greedy,leanmd,long,286.447048
greedy,leanmd,long,525.997877
greedy,leanmd,long,612.927914
greedy,leanmd,long,506.265879
greedy,leanmd,long,722.763062
greedy,leanmd,long,422.505856
greedy,leanmd,long,438.647985
greedy,leanmd,long,633.077860
greedy,leanmd,long,575.119972
greedy,leanmd,long,578.094006
greedy,leanmd,long,555.539846
greedy,leanmd,long,610.873938
greedy,leanmd,long,389.624834
greedy,leanmd,long,557.070971
greedy,leanmd,long,515.322924
greedy,leanmd,long,1037.881851
greedy,leanmd,long,104.667187
greedy,leanmd,long,1012.930870
greedy,leanmd,long,135.196924
greedy,leanmd,long,883.313894
greedy,leanmd,long,135.521889
greedy,leanmd,long,626.480103
greedy,leanmd,long,424.311876
greedy,leanmd,long,524.089098
greedy,leanmd,long,707.909107
greedy,leanmd,long,2401.575089
greedy,leanmd,long,594.083071
greedy,leanmd,long,832.222939
greedy,leanmd,long,653.445959
greedy,leanmd,long,517.419100
greedy,leanmd,long,911.306143
greedy,leanmd,long,751.452923
greedy,leanmd,long,511.290073
greedy,leanmd,long,855.275154
greedy,leanmd,long,848.214865
greedy,leanmd,long,666.523218
greedy,leanmd,long,669.205904
greedy,leanmd,long,748.985052
greedy,leanmd,long,664.695024
greedy,leanmd,long,1007.328033
greedy,leanmd,long,338.816166
greedy,leanmd,long,604.556084
greedy,leanmd,long,752.705812
greedy,leanmd,long,824.307919
greedy,leanmd,long,585.712194
greedy,leanmd,long,819.184065
greedy,leanmd,long,456.544876
greedy,leanmd,long,1183.115959
greedy,leanmd,long,521.229029
greedy,leanmd,long,779.608011
greedy,leanmd,long,469.160795
greedy,leanmd,long,952.376842
greedy,leanmd,long,706.537962
greedy,leanmd,long,899.801970
greedy,leanmd,long,305.567980
greedy,leanmd,long,2622.530937
greedy,leanmd,long,663.671970
greedy,leanmd,long,1054.961920
greedy,leanmd,long,624.114990
greedy,leanmd,long,980.711937
greedy,leanmd,long,722.898006
greedy,leanmd,long,1147.727013
greedy,leanmd,long,624.145031
greedy,leanmd,long,1333.003998
greedy,leanmd,long,557.859898
greedy,leanmd,long,832.717180
greedy,leanmd,long,730.493069
greedy,leanmd,long,990.161896
greedy,leanmd,long,883.185148
greedy,leanmd,long,881.026983
greedy,leanmd,long,837.404013
greedy,leanmd,long,924.528122
greedy,leanmd,long,915.253162
greedy,leanmd,long,546.418905
greedy,leanmd,long,908.589125
greedy,leanmd,long,1717.182159
greedy,leanmd,long,287.917852
greedy,leanmd,long,1076.319933
greedy,leanmd,long,511.748075
greedy,leanmd,long,1471.619129
greedy,leanmd,long,384.357929
greedy,leanmd,long,727.972984
greedy,leanmd,long,821.244955
greedy,leanmd,long,1292.890072
greedy,leanmd,long,554.064989
greedy,leanmd,long,680.703163
greedy,leanmd,long,441.438913
greedy,leanmd,long,374.805212
greedy,leanmd,long,346.370935
greedy,leanmd,long,234.766006
greedy,leanmd,long,218.999863
greedy,leanmd,long,185.539007
greedy,leanmd,long,141.744852
greedy,leanmd,long,191.949844
greedy,leanmd,long,182.387114
greedy,leanmd,long,1735.077858
greedy,leanmd,long,751.670122
greedy,leanmd,long,721.021175
greedy,leanmd,long,402.926922
greedy,leanmd,long,641.252995
greedy,leanmd,long,386.602879
greedy,leanmd,long,974.658012
greedy,leanmd,long,135.754108
greedy,leanmd,long,451.260090
greedy,leanmd,long,728.946924
greedy,leanmd,long,756.865025
greedy,leanmd,long,203.952074
greedy,leanmd,long,1009.326935
greedy,leanmd,long,183.570862
greedy,leanmd,long,641.180992
greedy,leanmd,long,552.731037
greedy,leanmd,long,860.260963
greedy,leanmd,long,166.412830
greedy,leanmd,long,972.248077
greedy,leanmd,long,128.337860
greedy,leanmd,long,896.321058
greedy,leanmd,long,208.775997
greedy,leanmd,long,827.658892
greedy,leanmd,long,237.538099
greedy,leanmd,long,545.695066
greedy,leanmd,long,557.389975
greedy,leanmd,long,906.262875
greedy,leanmd,long,277.206898
greedy,leanmd,long,888.257980
greedy,leanmd,long,197.607994
greedy,leanmd,long,2518.894911
greedy,leanmd,long,337.736130
greedy,leanmd,long,907.969952
greedy,leanmd,long,585.125923
greedy,leanmd,long,862.035990
greedy,leanmd,long,542.250156
greedy,leanmd,long,701.413870
greedy,leanmd,long,675.313950
greedy,leanmd,long,1375.003099
greedy,leanmd,long,266.880989
greedy,leanmd,long,653.162956
greedy,leanmd,long,521.735907
greedy,leanmd,long,1179.775953
greedy,leanmd,long,372.766972
greedy,leanmd,long,1011.412144
greedy,leanmd,long,448.203087
greedy,leanmd,long,1104.481936
greedy,leanmd,long,302.235842
greedy,leanmd,long,1137.439013
greedy,leanmd,long,407.341003
greedy,leanmd,long,696.707010
greedy,leanmd,long,648.613930
greedy,leanmd,long,1049.200058
greedy,leanmd,long,266.927004
greedy,leanmd,long,1079.333067
greedy,leanmd,long,360.306978
greedy,leanmd,long,977.468967
greedy,leanmd,long,550.764084
greedy,leanmd,long,1095.515966
greedy,leanmd,long,186.858892
greedy,leanmd,long,2875.274181
greedy,leanmd,long,501.029015
greedy,leanmd,long,1385.764122
greedy,leanmd,long,378.071070
greedy,leanmd,long,878.711939
greedy,leanmd,long,779.124022
greedy,leanmd,long,1444.545031
greedy,leanmd,long,224.097967
greedy,leanmd,long,1283.601046
greedy,leanmd,long,771.997213
greedy,leanmd,long,931.687117
greedy,leanmd,long,568.485022
greedy,leanmd,long,929.683924
greedy,leanmd,long,770.717859
greedy,leanmd,long,1210.632086
greedy,leanmd,long,567.352772
greedy,leanmd,long,942.148924
greedy,leanmd,long,681.118011
greedy,leanmd,long,1336.751938
greedy,leanmd,long,478.755951
greedy,leanmd,long,1522.932053
greedy,leanmd,long,301.635027
greedy,leanmd,long,1240.454912
greedy,leanmd,long,363.675117
greedy,leanmd,long,1217.088938
greedy,leanmd,long,352.169991
greedy,leanmd,long,932.363033
greedy,leanmd,long,856.764078
