app,sched,plat_size,wildmetric,step_time
leanmd,Distributed,128,30,114.912033
leanmd,Distributed,128,30,134.305000
leanmd,Distributed,128,30,121.200085
leanmd,Distributed,128,30,170.915842
leanmd,Distributed,128,30,136.363029
leanmd,Distributed,128,30,124.576092
leanmd,Distributed,128,30,132.370949
leanmd,Distributed,128,30,133.381128
leanmd,Distributed,128,30,183.763981
leanmd,Distributed,128,30,129.935026
leanmd,Distributed,128,30,165.728092
leanmd,Distributed,128,30,155.330181
leanmd,Distributed,128,30,117.256880
leanmd,Distributed,128,30,135.134935
leanmd,Distributed,128,30,144.546986
leanmd,Distributed,128,30,145.787954
leanmd,Distributed,128,30,119.038820
leanmd,Distributed,128,30,163.477898
leanmd,Distributed,128,30,140.483856
leanmd,Distributed,128,30,136.153936
leanmd,Distributed,128,30,112.214088
leanmd,Distributed,128,30,157.082081
leanmd,Distributed,128,30,140.890121
leanmd,Distributed,128,30,154.165983
leanmd,Distributed,128,30,118.529081
leanmd,Distributed,128,30,154.225826
leanmd,Distributed,128,30,119.722128
leanmd,Distributed,128,30,164.469004
leanmd,Distributed,128,30,108.675003
leanmd,Distributed,128,30,168.304920
leanmd,Distributed,128,30,132.143974
leanmd,Distributed,128,30,141.314030
leanmd,Distributed,128,30,148.355007
leanmd,Distributed,128,30,150.609016
leanmd,Distributed,128,30,121.965885
leanmd,Distributed,128,30,142.235041
leanmd,Distributed,128,30,137.835979
leanmd,Distributed,128,30,143.404007
leanmd,Distributed,128,30,119.186878
leanmd,Distributed,128,30,203.753948
leanmd,Distributed,128,30,141.276121
leanmd,Distributed,128,30,134.033918
leanmd,Distributed,128,30,146.324158
leanmd,Distributed,128,30,155.232906
leanmd,Distributed,128,30,132.483959
leanmd,Distributed,128,30,142.706871
leanmd,Distributed,128,30,231.163979
leanmd,Distributed,128,30,76.500177
leanmd,Distributed,128,30,99.117041
leanmd,Distributed,128,30,137.931108
leanmd,Distributed,128,30,103.133917
leanmd,Distributed,128,30,204.855204
leanmd,Distributed,128,30,97.359896
leanmd,Distributed,128,30,168.104887
leanmd,Distributed,128,30,140.294075
leanmd,Distributed,128,30,122.678995
leanmd,Distributed,128,30,111.991882
leanmd,Distributed,128,30,160.866022
leanmd,Distributed,128,30,145.267963
leanmd,Distributed,128,30,178.068876
leanmd,Distributed,128,30,186.549902
leanmd,Distributed,128,30,92.754841
leanmd,Distributed,128,30,97.604990
leanmd,Distributed,128,30,156.575918
leanmd,Distributed,128,30,138.463974
leanmd,Distributed,128,30,142.040968
leanmd,Distributed,128,30,120.212078
leanmd,Distributed,128,30,163.064003
leanmd,Distributed,128,30,115.679026
leanmd,Distributed,128,30,131.637096
leanmd,Distributed,128,30,182.859898
leanmd,Distributed,128,30,130.259991
leanmd,Distributed,128,30,167.670965
leanmd,Distributed,128,30,101.180077
leanmd,Distributed,128,30,123.473883
leanmd,Distributed,128,30,155.986071
leanmd,Distributed,128,30,123.054981
leanmd,Distributed,128,30,113.330841
leanmd,Distributed,128,30,137.372017
leanmd,Distributed,128,30,159.071922
leanmd,Distributed,128,30,238.286018
leanmd,Distributed,128,30,40.754795
leanmd,Distributed,128,30,120.729923
leanmd,Distributed,128,30,174.086094
leanmd,Distributed,128,30,126.006126
leanmd,Distributed,128,30,147.721052
leanmd,Distributed,128,30,126.899958
leanmd,Distributed,128,30,182.098866
leanmd,Distributed,128,30,170.572042
leanmd,Distributed,128,30,96.124172
leanmd,Distributed,128,30,120.402813
leanmd,Distributed,128,30,142.391920
leanmd,Distributed,128,30,148.180008
leanmd,Distributed,128,30,125.771046
leanmd,Distributed,128,30,184.246063
leanmd,Distributed,128,30,95.302820
leanmd,Distributed,128,30,143.963099
leanmd,Distributed,128,30,118.393183
leanmd,Distributed,128,30,108.742952
leanmd,Distributed,128,30,157.672167
leanmd,Distributed,128,30,146.233797
leanmd,Distributed,128,30,166.228056
leanmd,Distributed,128,30,239.598036
leanmd,Distributed,128,30,44.942856
leanmd,Distributed,128,30,107.429981
leanmd,Distributed,128,30,154.141903
leanmd,Distributed,128,30,124.370098
leanmd,Distributed,128,30,155.354023
leanmd,Distributed,128,30,134.418011
leanmd,Distributed,128,30,170.214891
leanmd,Distributed,128,30,137.427807
leanmd,Distributed,128,30,113.557100
leanmd,Distributed,128,30,126.168013
leanmd,Distributed,128,30,131.005049
leanmd,Distributed,128,30,125.509024
leanmd,Distributed,128,30,161.197186
leanmd,Distributed,128,30,119.592905
leanmd,Distributed,128,30,179.760933
leanmd,Distributed,128,30,240.669966
leanmd,Distributed,128,30,29.309988
leanmd,Distributed,128,30,179.155111
leanmd,Distributed,128,30,107.587099
leanmd,Distributed,128,30,252.711058
leanmd,Distributed,128,30,28.591871
leanmd,Distributed,128,30,105.834007
leanmd,Distributed,128,30,143.033981
leanmd,Distributed,128,30,134.450912
leanmd,Distributed,128,30,160.611868
leanmd,Distributed,128,30,122.915983
leanmd,Distributed,128,30,123.935938
leanmd,Distributed,128,30,261.337996
leanmd,Distributed,128,30,68.995953
leanmd,Distributed,128,30,121.568203
leanmd,Distributed,128,30,176.900148
leanmd,Distributed,128,30,134.283066
leanmd,Distributed,128,30,137.711048
leanmd,Distributed,128,30,179.647923
leanmd,Distributed,128,30,100.513935
leanmd,Distributed,128,30,134.205818
leanmd,Distributed,128,30,140.376091
leanmd,Distributed,128,30,231.557131
leanmd,Distributed,128,30,43.565989
