app,sched,plat_size,wildmetric,sched_time
lb_test,Greedy,1728,Ring,0.806011
lb_test,Greedy,1728,Ring,0.055675
lb_test,Greedy,1728,Ring,1.487118
lb_test,Greedy,1728,Ring,0.059266
lb_test,Greedy,1728,Ring,0.886016
lb_test,Greedy,1728,Ring,0.059050
lb_test,Greedy,1728,Ring,0.726453
lb_test,Refine,1728,Ring,0.240598
lb_test,Refine,1728,Ring,0.546132
lb_test,Refine,1728,Ring,0.193207
lb_test,Refine,1728,Ring,0.233121
lb_test,Refine,1728,Ring,0.020959
lb_test,Refine,1728,Ring,0.059051
lb_test,Refine,1728,Ring,0.208406
lb_test,Refine,1728,Ring,0.513673
lb_test,Refine,1728,Ring,0.199591
lb_test,Refine,1728,Ring,0.239471
lb_test,Refine,1728,Ring,0.023827
lb_test,Refine,1728,Ring,0.062024
lb_test,Refine,1728,Ring,0.211907
lb_test,Refine,1728,Ring,0.524659
lb_test,Refine,1728,Ring,0.196968
lb_test,Refine,1728,Ring,0.241688
lb_test,Refine,1728,Ring,0.021572
lb_test,Refine,1728,Ring,0.064516
lb_test,Refine,1728,Ring,0.209873
lb_test,Refine,1728,Ring,0.518558
lb_test,Refine,1728,Ring,0.197920
lb_test,Refine,1728,Ring,0.237018
lb_test,Refine,1728,Ring,0.022424
lb_test,Refine,1728,Ring,0.061333
lb_test,Refine,1728,Ring,0.210689
lb_test,Refine,1728,Ring,0.515349
lb_test,Refine,1728,Ring,0.196636
lb_test,Refine,1728,Ring,0.236289
lb_test,Refine,1728,Ring,0.019107
lb_test,Refine,1728,Ring,0.057149
lb_test,Refine,1728,Ring,0.212798
lb_test,Refine,1728,Ring,0.520733
lb_test,Refine,1728,Ring,0.194139
lb_test,Refine,1728,Ring,0.233869
lb_test,Refine,1728,Ring,0.020274
lb_test,Refine,1728,Ring,0.058354
lb_test,Refine,1728,Ring,0.212234
lb_test,Refine,1728,Ring,0.519970
lb_test,Refine,1728,Ring,0.198820
lb_test,Refine,1728,Ring,0.242513
lb_test,Refine,1728,Ring,0.021490
lb_test,Refine,1728,Ring,0.063215
lb_test,Refine,1728,Ring,0.213189
lb_test,Refine,1728,Ring,0.517777
lb_test,Refine,1728,Ring,0.194509
lb_test,Refine,1728,Ring,0.234438
lb_test,Refine,1728,Ring,0.019728
lb_test,Refine,1728,Ring,0.057894
